stark,star1,star2,star3,totexpk,treadssk,tmathssk,totexp1,treadss1,tmathss1,totexp2,treadss2,tmathss2,treadss3,tmathss3,totexp3,schidkn,schid1n,schid2n,schid3n,tscorek,tscore1,tscore2,tscore3,sck,sc1,sc2,sc3,rak,ra1,ra2,ra3,white,black,other,boy,freelunk,freelun1,freelun2,freelun3
no,yes,no,no,,,,23,507,497,,,,,,,,21,,,,1004,,,,0,,,,0,,,0,1,0,1,,1,,
yes,yes,yes,yes,18,443,468,9,544,507,18,602,572,608,616,8,25,25,25,25,911,1051,1174,1224,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0
yes,yes,no,no,14,418,434,11,441,,,,,,,,9,9,,,852,,,,0,0,,,1,0,,,1,0,0,1,1,1,,
yes,no,no,no,2,403,418,,,,,,,,,,73,,,,821,,,,1,,,,0,,,,1,0,0,1,1,,,
yes,yes,yes,yes,11,442,484,12,540,557,11,622,590,654,634,18,61,61,61,61,926,1097,1212,1288,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,
yes,no,no,no,1,443,528,,,,,,,,,,16,,,,971,,,,1,,,,0,,,,0,1,0,0,1,,,
no,yes,yes,yes,,,,5,472,526,15,593,615,614,603,9,,56,56,56,,998,1208,1217,,0,0,0,,0,0,0,1,0,0,0,,0,0,0
no,yes,no,no,,,,14,505,502,,,,,,,,75,,,,1007,,,,1,,,,0,,,1,0,0,0,,0,,
yes,yes,no,no,17,410,494,7,419,497,,,,,,,2,2,,,904,916,,,0,0,,,1,1,,,0,1,0,1,0,1,,
no,no,yes,yes,,,,,,,7,602,611,600,626,6,,,69,69,,,1213,1226,,,1,1,,,0,0,1,0,0,1,,,0,0
yes,no,no,no,first year teacher,403,439,,,,,,,,,,19,,,,842,,,,0,,,,1,,,,0,1,0,0,1,,,
yes,yes,yes,yes,17,433,489,16,482,545,17,560,620,592,612,11,48,48,48,48,922,1027,1180,1204,1,1,1,1,0,0,0,0,1,0,0,1,1,1,,1
no,yes,yes,yes,,,,1,,,,,,578,593,first year teacher,,28,28,28,,,,1171,,0,0,0,,0,0,0,0,1,0,1,,0,1,1
no,yes,yes,no,,,,2,460,436,18,479,486,,,,,52,52,,,896,965,,,0,0,,,0,1,,0,1,0,1,,1,1,
yes,yes,yes,yes,first year teacher,422,528,10,544,557,27,584,611,633,645,19,67,67,67,67,950,1101,1195,1278,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
no,yes,yes,yes,,,,23,463,502,15,545,563,587,589,20,,54,54,54,,965,1108,1176,,1,1,1,,0,0,0,1,0,0,0,,1,1,1
yes,yes,yes,yes,27,434,536,13,,553,8,555,607,,612,14,70,70,69,70,970,,1162,,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
yes,yes,yes,yes,12,,,15,558,515,14,608,611,665,691,12,79,79,79,79,,1073,1219,1356,1,1,1,1,0,0,0,0,1,0,0,0,,0,0,0
yes,yes,yes,yes,14,,,20,488,529,12,582,535,,,19,9,9,9,9,,1017,1117,,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
no,yes,yes,yes,,,,15,524,562,14,557,607,602,655,12,,79,79,79,,1086,1164,1257,,1,1,1,,0,0,0,1,0,0,1,,,0,0
no,yes,yes,yes,,,,5,553,567,31,591,611,612,634,8,,68,68,68,,1120,1202,1246,,0,0,0,,0,0,0,0,1,0,0,,0,1,1
yes,yes,yes,yes,13,433,468,2,558,526,10,569,552,636,667,10,24,24,24,24,901,1084,1121,1303,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
yes,no,yes,yes,17,440,559,,,,28,643,674,665,651,13,48,,48,48,999,,1317,1316,1,,1,1,0,,0,0,1,0,0,0,0,,,0
no,yes,yes,yes,,,,first year teacher,501,549,9,611,550,647,604,34,,47,47,47,,1050,1161,1251,,1,1,1,,0,0,0,1,0,0,1,,0,0,0
yes,yes,yes,yes,20,461,559,19,604,572,19,588,615,624,626,22,64,64,64,64,1020,1176,1203,1250,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
no,no,yes,no,,,,,,,4,575,561,,,,,,25,,,,1136,,,,1,,,,0,,0,1,0,0,,,1,
no,yes,yes,yes,,,,2,431,439,15,,,,,18,,51,51,51,,870,,,,0,0,0,,1,1,1,0,1,0,0,,1,1,1
no,no,yes,no,,,,,,,2,515,593,,,,,,23,,,,1108,,,,0,,,,0,,0,1,0,1,,,0,
no,no,no,yes,,,,,,,,,,,,5,,,,53,,,,,,,,1,,,,0,0,1,0,1,,,,0
yes,no,no,no,17,413,459,,,,,,,,,,43,,,,872,,,,0,,,,1,,,,1,0,0,0,0,,,
no,no,no,yes,,,,,,,,,,618,634,38,,,,9,,,,1252,,,,0,,,,1,1,0,0,0,,,,0
no,yes,yes,yes,,,,14,488,505,13,564,540,604,626,19,,53,53,53,,993,1104,1230,,0,0,0,,0,0,0,0,1,0,1,,0,0,0
yes,yes,yes,yes,4,445,559,8,519,567,9,566,607,600,614,9,13,13,13,13,1004,1086,1173,1214,1,1,1,1,0,0,0,0,1,0,0,1,1,1,,
yes,no,no,no,3,507,536,,,,,,,,,,42,,,,1043,,,,0,,,,1,,,,1,0,0,1,0,,,
yes,yes,yes,yes,15,490,576,8,651,592,7,684,699,728,700,1,66,66,66,66,1066,1243,1383,1428,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
yes,no,no,no,3,,454,,,,,,,,,,42,,,,,,,,0,,,,1,,,,0,1,0,1,0,,,
yes,yes,yes,yes,6,451,536,8,548,567,19,579,582,629,634,first year teacher,13,13,13,13,987,1115,1161,1263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
yes,yes,yes,yes,10,474,536,10,604,592,13,608,632,665,684,30,1,1,1,1,1010,1196,1240,1349,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
yes,yes,yes,yes,22,414,429,19,487,477,2,542,536,555,526,29,33,33,33,33,843,964,1078,1081,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1
no,yes,yes,yes,,,,17,463,510,10,542,563,578,610,first year teacher,,14,14,14,,973,1105,1188,,0,0,0,,1,1,1,0,1,0,0,,1,1,1
no,no,no,yes,,,,,,,,,,629,626,26,,,,22,,,,1255,,,,0,,,,0,0,1,0,0,,,,1
yes,yes,yes,yes,4,400,423,18,,439,4,506,469,,,23,7,7,7,7,823,,975,,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1
yes,yes,yes,yes,16,468,489,16,579,529,8,614,596,644,634,12,69,69,69,69,957,1108,1210,1278,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
yes,yes,no,no,8,386,399,first year teacher,434,456,,,,,,,5,5,,,785,890,,,0,0,,,0,0,,,1,0,0,1,0,,,
yes,yes,yes,yes,6,424,478,13,533,538,33,577,568,575,599,18,19,19,19,19,902,1071,1145,1174,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1
yes,yes,yes,yes,8,430,473,11,533,542,19,618,568,636,622,3,57,57,57,57,903,1075,1186,1258,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
yes,yes,yes,no,3,,,13,477,535,15,505,525,,,,7,7,7,,,1012,1030,,0,0,0,,1,0,0,,1,0,0,1,1,1,1,
no,no,no,yes,,,,,,,,,,614,594,8,,,,25,,,,1208,,,,0,,,,1,0,1,0,1,,,,1
yes,no,no,no,15,453,520,,,,,,,,,,7,,,,973,,,,0,,,,0,,,,1,0,0,0,1,,,
yes,yes,yes,yes,10,456,528,17,519,520,2,579,572,626,634,3,30,30,30,30,984,1039,1151,1260,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1
no,yes,yes,yes,,,,1,494,493,8,566,584,622,634,15,,51,51,51,,987,1150,1256,,0,0,0,,0,0,0,0,1,0,1,,0,0,0
no,no,yes,yes,,,,,,,14,568,563,555,564,33,,,32,32,,,1131,1119,,,0,0,,,1,1,0,1,0,1,,,1,1
yes,yes,no,yes,15,451,576,13,579,592,,,,604,691,4,65,65,,65,1027,1171,,1295,1,1,,1,0,0,,0,1,0,0,1,0,0,,0
no,no,no,yes,,,,,,,,,,657,655,5,,,,1,,,,1312,,,,0,,,,0,1,0,0,0,,,,1
yes,yes,yes,yes,8,440,484,10,544,505,18,593,548,647,626,11,57,57,57,57,924,1049,1141,1273,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
no,yes,yes,yes,,,,22,505,578,20,559,559,600,634,19,,43,43,43,,1083,1118,1234,,0,0,0,,0,0,0,1,0,0,0,,1,0,1
no,no,no,yes,,,,,,,,,,622,626,16,,,,64,,,,1248,,,,0,,,,1,1,0,0,0,,,,0
yes,no,no,no,10,445,459,,,,,,,,,,3,,,,904,,,,1,,,,0,,,,1,0,0,0,1,,,
yes,yes,yes,yes,14,445,468,5,530,500,23,566,533,608,585,9,36,36,36,36,913,1030,1099,1193,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
no,no,yes,no,,,,,,,23,604,611,,,,,,36,,,,1215,,,,0,,,,0,,1,0,0,0,,,0,
yes,no,no,no,9,402,468,,,,,,,,,,3,,,,870,,,,0,,,,1,,,,1,0,0,0,1,,,
yes,no,no,no,6,,,,,,,,,,,,26,,,,,,,,0,,,,1,,,,0,1,0,0,1,,,
yes,yes,yes,yes,12,414,484,21,590,557,14,604,574,670,678,9,79,79,79,79,898,1147,1178,1348,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
yes,no,yes,yes,3,421,478,,,,20,568,603,612,639,19,43,,43,43,899,,1171,1251,0,,0,0,0,,0,0,1,0,0,0,0,,0,0
no,yes,no,no,,,,1,465,529,,,,,,,,45,,,,994,,,,1,,,,0,,,0,1,0,1,,1,,
yes,yes,no,no,6,408,449,13,441,461,,,,,,,19,19,,,857,902,,,1,1,,,0,0,,,0,1,0,0,1,1,,
no,yes,yes,no,,,,9,553,578,2,560,574,,,,,22,22,,,1131,1134,,,1,1,,,0,0,,0,1,0,1,,1,1,
no,no,no,yes,,,,,,,,,,567,577,27,,,,52,,,,1144,,,,1,,,,0,1,0,0,0,,,,0
no,no,yes,yes,,,,,,,23,544,561,608,651,9,,,36,36,,,1105,1259,,,0,0,,,0,0,1,0,0,1,,,0,0
no,no,no,yes,,,,,,,,,,616,620,5,,,,66,,,,1236,,,,1,,,,0,1,0,0,0,,,,1
no,no,no,yes,,,,,,,,,,629,624,33,,,,22,,,,1253,,,,1,,,,0,0,1,0,1,,,,1
yes,no,no,no,1,393,454,,,,,,,,,,19,,,,847,,,,0,,,,1,,,,0,1,0,0,1,,,
yes,yes,no,no,6,398,429,36,438,446,,,,,,,19,33,,,827,884,,,1,0,,,0,1,,,0,1,0,1,1,1,,
no,no,no,yes,,,,,,,,,,661,626,7,,,,72,,,,1287,,,,0,,,,1,1,0,0,1,,,,1
yes,yes,yes,yes,1,450,513,12,604,542,6,659,607,675,636,14,60,60,60,60,963,1146,1266,1311,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1
no,yes,yes,yes,,,,8,571,584,16,684,607,675,648,6,,3,3,3,,1155,1291,1323,,1,1,1,,0,0,0,1,0,0,0,,0,0,0
no,no,yes,yes,,,,,,,31,549,548,,,first year teacher,,,7,7,,,1097,,,,0,0,,,1,1,1,0,0,0,,,0,0
no,no,no,yes,,,,,,,,,,616,603,14,,,,44,,,,1219,,,,0,,,,0,1,0,0,0,,,,0
no,no,no,yes,,,,,,,,,,,571,1,,,,70,,,,,,,,1,,,,0,1,0,0,1,,,,0
no,no,yes,yes,,,,,,,7,530,568,588,626,12,,,22,22,,,1098,1214,,,0,0,,,0,1,0,1,0,1,,,1,1
yes,no,no,no,8,445,468,,,,,,,,,,59,,,,913,,,,0,,,,1,,,,1,0,0,0,0,,,
yes,yes,yes,no,13,424,500,4,509,592,9,622,582,,,,51,51,51,,924,1101,1204,,0,0,0,,0,1,1,,1,0,0,1,1,1,1,
no,yes,no,no,,,,7,505,520,,,,,,,,64,,,,1025,,,,1,,,,0,,,0,1,0,0,,1,,
yes,yes,yes,yes,10,467,500,9,492,502,2,547,525,610,616,15,68,68,68,68,967,994,1072,1226,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
no,yes,no,no,,,,6,514,488,,,,,,,,22,,,,1002,,,,0,,,,1,,,0,1,0,0,,1,,
yes,yes,yes,yes,13,400,459,6,485,572,20,566,620,559,583,19,8,8,8,8,859,1057,1186,1142,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
yes,yes,yes,yes,9,434,513,5,471,535,first year teacher,560,552,639,667,15,12,12,12,12,947,1006,1112,1306,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
yes,yes,no,no,13,,,13,503,502,,,,,,,37,37,,,,1005,,,1,1,,,0,0,,,1,0,0,0,1,1,,
yes,yes,yes,yes,5,390,418,2,,454,22,514,507,550,535,10,39,39,39,39,808,,1021,1085,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
yes,yes,yes,yes,13,416,473,first year teacher,527,529,16,631,565,650,618,1,76,77,77,77,889,1056,1196,1268,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
no,no,yes,yes,,,,,,,32,566,579,620,634,18,,,30,30,,,1145,1254,,,0,0,,,1,1,0,1,0,1,,,1,1
yes,no,no,no,19,,,,,,,,,,,,64,,,,,,,,1,,,,0,,,,1,0,0,1,0,,,
yes,no,no,no,8,425,449,,,,,,,,,,3,,,,874,,,,0,,,,0,,,,1,0,0,0,1,,,
no,no,yes,no,,,,,,,8,547,543,,,,,,2,,,,1090,,,,0,,,,0,,0,1,0,1,,,1,
no,no,yes,yes,,,,,,,28,,,,,25,,,15,15,,,,,,,1,0,,,0,1,0,1,0,0,,,1,1
no,yes,yes,yes,,,,33,456,490,5,515,500,585,561,26,,16,16,16,,946,1015,1146,,0,0,0,,1,1,1,0,1,0,1,,1,1,1
no,yes,no,no,,,,11,,,,,,,,,,55,,,,,,,,0,,,,0,,,,,,1,,1,,
no,yes,yes,yes,,,,19,604,526,19,555,572,578,549,22,,64,64,64,,1130,1127,1127,,0,0,0,,0,0,0,1,0,0,0,,1,1,1
yes,yes,yes,yes,6,470,463,24,463,535,24,517,568,565,594,25,27,27,27,27,933,998,1085,1159,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
yes,yes,yes,no,11,472,459,11,512,479,25,579,,,,,11,11,11,,931,991,,,0,0,0,,0,0,0,,1,0,0,0,1,1,1,
no,yes,yes,yes,,,,4,468,479,16,554,522,580,546,11,,16,16,16,,947,1076,1126,,0,0,0,,1,1,1,0,1,0,0,,1,1,1
no,no,no,yes,,,,,,,,,,575,596,5,,,,7,,,,1171,,,,0,,,,1,1,0,0,1,,,,0
yes,yes,yes,no,8,428,528,20,540,549,11,584,554,,,,3,3,3,,956,1089,1138,,0,0,0,,0,1,1,,1,0,0,1,0,0,0,
yes,yes,yes,yes,19,436,459,1,497,545,11,554,572,587,597,31,64,64,64,64,895,1042,1126,1184,1,1,1,1,0,0,0,0,1,0,0,1,,,0,0
yes,yes,yes,yes,20,470,489,17,544,538,5,582,579,622,639,14,27,27,27,27,959,1082,1161,1261,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
yes,yes,no,no,8,439,559,7,548,592,,,,,,,72,72,,,998,1140,,,0,0,,,0,1,,,1,0,0,1,1,0,,
no,no,yes,yes,,,,,,,22,,,620,583,10,,,23,23,,,,1203,,,0,0,,,0,0,0,1,0,0,,,1,1
yes,yes,yes,yes,5,430,494,23,651,601,20,650,620,644,678,9,34,34,34,34,924,1252,1270,1322,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
no,yes,yes,yes,,,,18,651,627,19,,,654,651,13,,41,41,41,,1278,,1305,,1,1,1,,0,0,0,1,0,0,0,,0,0,0
yes,yes,yes,yes,9,467,506,9,651,676,11,732,674,,,13,3,3,3,3,973,1327,1406,,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0
no,yes,yes,yes,,,,7,438,518,30,541,607,580,631,9,,48,48,48,,956,1148,1211,,0,0,0,,1,1,1,1,0,0,1,,0,,0
yes,yes,yes,yes,,440,468,17,536,510,12,582,584,583,604,31,48,48,48,48,908,1046,1166,1187,0,0,0,0,1,0,1,1,1,0,0,0,0,1,,1
no,no,no,yes,,,,,,,,,,597,659,8,,,,46,,,,1256,,,,1,,,,0,1,0,0,1,,,,0
no,yes,yes,yes,,,,6,540,557,1,593,596,636,614,2,,71,71,71,,1097,1189,1250,,0,0,0,,1,1,1,1,0,0,0,,0,,1
yes,yes,yes,yes,10,470,536,15,629,612,13,650,639,670,651,7,72,72,72,72,1006,1241,1289,1321,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1
yes,yes,yes,yes,18,434,494,18,579,538,7,586,579,616,618,8,25,25,25,25,928,1117,1165,1234,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
yes,yes,yes,yes,10,434,484,4,483,520,28,582,574,639,597,,24,24,24,24,918,1003,1156,1236,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0
no,no,no,yes,,,,,,,,,,595,616,11,,,,45,,,,1211,,,,0,,,,1,0,1,0,1,,,,1
no,yes,yes,yes,,,,5,553,532,8,591,561,614,620,15,,2,2,2,,1085,1152,1234,,0,0,0,,0,0,0,0,1,0,1,,1,1,1
no,no,no,yes,,,,,,,,,,604,634,29,,,,60,,,,1238,,,,1,,,,0,1,0,0,1,,,,1
no,yes,no,no,,,,16,494,497,,,,,,,,75,,,,991,,,,0,,,,0,,,1,0,0,1,,0,,
yes,yes,yes,no,3,397,412,1,439,477,8,508,518,,,,45,45,45,,809,916,1026,,1,1,1,,0,0,0,,0,1,0,1,1,1,1,
no,no,no,yes,,,,,,,,,,600,559,31,,,,48,,,,1159,,,,0,,,,1,1,0,0,1,,,,1
yes,yes,yes,no,12,445,559,12,544,545,23,550,517,,,,50,50,50,,1004,1089,1067,,1,1,1,,0,0,0,,1,0,0,1,0,0,0,
yes,yes,no,no,3,421,506,6,519,545,,,,,,,58,58,,,927,1064,,,0,0,,,1,1,,,1,0,0,0,0,0,,
no,yes,yes,no,,,,1,462,481,12,,,,,,,22,22,,,943,,,,0,0,,,0,0,,0,1,0,1,,1,,
yes,yes,yes,yes,5,408,489,1,477,549,12,550,611,569,570,29,29,29,29,33,897,1026,1161,1139,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1
no,no,no,yes,,,,,,,,,,631,642,24,,,,46,,,,1273,,,,0,,,,0,1,0,0,1,,,,0
yes,yes,yes,yes,9,565,547,20,604,601,11,684,659,693,774,4,49,49,49,49,1112,1205,1343,1467,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
no,yes,yes,yes,,,,5,564,505,23,577,526,575,586,9,,36,36,36,,1069,1103,1161,,0,0,0,,0,0,0,1,0,0,1,,0,0,0
yes,yes,yes,yes,6,428,500,12,544,545,26,622,611,702,636,17,62,62,62,62,928,1089,1233,1338,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
no,no,no,yes,,,,,,,,,,569,593,14,,,,28,,,,1162,,,,1,,,,0,0,1,0,1,,,,1
no,yes,yes,yes,,,,13,548,612,9,560,584,593,597,15,,52,52,52,,1160,1144,1190,,0,0,0,,1,0,0,1,0,0,1,,1,1,1
no,yes,no,no,,,,22,629,526,,,,,,,,43,,,,1155,,,,0,,,,0,,,1,0,0,0,,0,,
yes,yes,yes,yes,12,390,473,4,590,572,4,591,611,641,634,7,20,20,20,20,863,1162,1202,1275,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
yes,yes,yes,yes,8,405,434,8,536,512,14,618,536,622,597,4,66,66,66,66,839,1048,1154,1219,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1
yes,no,no,no,10,447,489,,,,,,,,,,42,,,,936,,,,1,,,,0,,,,1,0,0,0,0,,,
no,no,yes,no,,,,,,,12,554,572,,,,,,1,,,,1126,,,,0,,,,0,,1,0,0,1,,,1,
no,no,yes,yes,,,,,,,13,535,531,572,589,21,,,53,5,,,1066,1161,,,0,1,,,0,0,1,0,0,1,,,1,
no,no,no,yes,,,,,,,,,,,,18,,,,25,,,,,,,,1,,,,0,0,1,0,1,,,,1
no,no,yes,yes,,,,,,,22,586,659,587,596,15,,,4,4,,,1245,1183,,,0,0,,,0,0,1,0,0,1,,,0,0
no,yes,no,no,,,,32,447,470,,,,,,,,12,,,,917,,,,0,,,,0,,,1,0,0,0,,1,,
no,yes,no,yes,,,,29,439,439,,,,,,15,,61,,61,,878,,,,0,,0,,1,,1,1,0,0,1,,1,,1
no,yes,no,no,,,,9,423,451,,,,,,,,25,,,,874,,,,0,,,,1,,,0,1,0,1,,1,,
no,yes,no,no,,,,9,488,502,,,,,,,,74,,,,990,,,,0,,,,0,,,0,1,0,1,,1,,
yes,yes,yes,yes,8,407,444,3,474,493,12,560,572,582,570,14,78,78,78,78,851,967,1132,1152,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1
yes,no,no,no,22,414,418,,,,,,,,,,33,,,,832,,,,0,,,,1,,,,0,1,0,0,1,,,
yes,yes,yes,yes,2,434,489,first year teacher,505,542,16,631,596,629,642,1,76,77,77,77,923,1047,1227,1271,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
yes,yes,yes,yes,11,456,576,24,579,549,11,622,615,636,667,20,22,22,22,22,1032,1128,1237,1303,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1
no,yes,no,no,,,,12,474,526,,,,,,,,50,,,,1000,,,,0,,,,0,,,1,0,0,1,,1,,
yes,yes,yes,no,first year teacher,418,463,25,462,484,,494,523,,,,27,27,27,,881,946,1017,,0,0,0,,0,0,1,,0,1,0,1,1,1,1,
yes,no,no,no,14,433,473,,,,,,,,,,42,,,,906,,,,0,,,,0,,,,1,0,0,0,1,,,
no,yes,yes,no,,,,11,488,542,6,550,565,,,,,57,57,,,1030,1115,,,0,0,,,1,1,,1,0,0,0,,1,1,
no,no,yes,yes,,,,,,,6,579,626,636,606,17,,,38,38,,,1205,1242,,,0,0,,,1,1,1,0,0,1,,,1,1
yes,no,no,no,20,465,489,,,,,,,,,,27,,,,954,,,,0,,,,1,,,,0,1,0,0,1,,,
yes,yes,yes,no,1,434,459,11,507,529,4,562,543,,,,20,20,20,,893,1036,1105,,0,0,0,,1,0,1,,0,1,0,1,1,0,0,
no,no,no,yes,,,,,,,,,,,,3,,,,45,,,,,,,,0,,,,0,0,1,0,1,,,,1
yes,yes,no,no,first year teacher,427,520,8,558,553,,,,,,,59,59,,,947,1111,,,0,0,,,0,0,,,1,0,0,1,0,0,,
no,yes,no,no,,,,15,,,,,,,,,,8,,,,,,,,0,,,,0,,,1,0,0,1,,,,
no,no,yes,yes,,,,,,,,545,570,587,603,22,,,24,24,,,1115,1190,,,0,0,,,1,1,0,1,0,1,,,1,1
yes,yes,yes,yes,7,437,484,1,527,518,12,575,528,647,636,14,22,22,22,22,921,1045,1103,1283,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1
no,no,yes,yes,,,,,,,6,,,569,564,25,,,33,15,,,,1133,,,0,0,,,1,1,0,1,0,0,,,1,1
yes,yes,yes,yes,7,503,513,7,564,601,20,614,648,629,651,20,63,63,63,63,1016,1165,1262,1280,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
no,no,yes,yes,,,,,,,30,547,525,,,31,,,32,32,,,1072,,,,0,0,,,0,0,0,1,0,1,,,1,
no,no,yes,no,,,,,,,4,535,512,,,,,,16,,,,1047,,,,1,,,,0,,0,1,0,1,,,1,
no,no,no,yes,,,,,,,,,,572,564,8,,,,17,,,,1136,,,,1,,,,0,1,0,0,1,,,,0
yes,no,no,no,10,,,,,,,,,,,,18,,,,,,,,1,,,,0,,,,0,1,0,0,1,,,
no,no,no,yes,,,,,,,,,,636,631,4,,,,20,,,,1267,,,,0,,,,1,0,1,0,1,,,,1
no,yes,no,no,,,,14,524,526,,,,,,,,53,,,,1050,,,,0,,,,0,,,0,1,0,1,,1,,
yes,yes,yes,no,7,442,468,1,503,481,,584,572,,,,28,28,28,,910,984,1156,,0,0,0,,0,0,0,,0,1,0,1,1,1,1,
yes,no,no,no,15,414,478,,,,,,,,,,21,,,,892,,,,0,,,,1,,,,0,1,0,1,1,,,
yes,no,no,no,7,421,418,,,,,,,,,,54,,,,839,,,,0,,,,1,,,,0,1,0,1,0,,,
yes,yes,yes,yes,first year teacher,421,513,4,463,502,4,529,525,573,568,7,31,20,20,20,934,965,1054,1141,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
yes,yes,yes,yes,21,431,506,4,514,532,29,618,611,624,616,11,56,56,56,56,937,1046,1229,1240,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
yes,yes,yes,yes,first year teacher,450,576,14,475,520,32,529,546,578,585,29,31,31,31,33,1026,995,1075,1163,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
yes,yes,yes,yes,12,425,459,14,527,523,18,584,541,614,579,36,10,10,10,10,884,1050,1125,1193,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
no,no,yes,yes,,,,,,,15,,,,,7,,,9,9,,,,,,,0,0,,,0,0,1,0,0,1,,,1,
no,yes,no,no,,,,1,521,562,,,,,,,,52,,,,1083,,,,0,,,,0,,,1,0,0,1,,0,,
yes,yes,yes,yes,12,428,520,8,516,532,33,584,557,592,585,12,80,80,80,80,948,1048,1141,1177,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1
yes,yes,yes,yes,20,456,576,12,553,572,5,614,626,636,622,3,3,3,3,3,1032,1125,1240,1258,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0
no,no,yes,yes,,,,,,,4,559,568,592,636,19,,,24,24,,,1127,1228,,,0,0,,,0,0,0,1,0,1,,,1,1
yes,yes,yes,yes,5,605,559,6,604,592,12,669,674,670,655,14,34,34,34,34,1164,1196,1343,1325,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
yes,yes,no,no,10,416,412,5,441,458,,,,,,,28,28,,,828,899,,,0,0,,,1,1,,,0,1,0,0,1,1,,
yes,yes,no,no,11,395,489,18,463,497,,,,,,,75,75,,,884,960,,,0,0,,,1,1,,,1,0,0,1,1,1,,
no,no,no,yes,,,,,,,,,,567,547,22,,,,24,,,,1114,,,,0,,,,1,0,1,0,1,,,,1
yes,yes,no,no,12,467,528,5,487,484,,,,,,,27,27,,,995,971,,,0,0,,,0,0,,,0,1,0,0,1,1,,
yes,no,no,no,1,,,,,,,,,,,,23,,,,,,,,0,,,,0,,,,0,1,0,1,0,,,
no,yes,no,no,,,,25,450,444,,,,,,,,23,,,,894,,,,0,,,,0,,,0,1,0,1,,0,,
no,no,no,yes,,,,,,,,,,,,29,,,,60,,,,,,,,1,,,,0,1,0,0,1,,,,1
yes,yes,no,no,9,390,444,7,483,507,,,,,,,53,53,,,834,990,,,0,0,,,1,1,,,0,1,0,1,1,1,,
yes,no,no,no,first year teacher,413,454,,,,,,,,,,17,,,,867,,,,0,,,,0,,,,0,0,1,1,0,,,
no,no,yes,yes,,,,,,,1,,,,,16,,,58,58,,,,,,,0,0,,,1,1,1,0,0,1,,,0,0
yes,yes,yes,yes,1,440,500,4,527,557,4,554,559,604,610,7,20,20,20,20,940,1084,1113,1214,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
yes,no,no,no,1,410,444,,,,,,,,,,57,,,,854,,,,1,,,,0,,,,1,0,0,1,0,,,
no,no,no,yes,,,,,,,,,,595,570,19,,,,21,,,,1165,,,,0,,,,1,1,0,0,1,,,,0
yes,yes,yes,yes,9,445,478,20,553,518,19,596,568,616,655,2,65,65,65,65,923,1071,1164,1271,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
